Portfolio Name,Symbol,ISIN,Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction Price,Price,Date
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2025-06-23,Dividend,48,0,0,0,353.2,2026-06-25
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2025-06-23,Dividend,30,0,0,0,353.2,2026-06-25
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2025-11-06,Dividend,45,0,0,0,353.2,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2020-03-09,Purchase,1658.6,41.35,5,323.45,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2020-08-24,Dividend,50,0,0,0,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2021-07-02,Dividend,125,0,0,0,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2021-07-27,Sale,-6588.55,27.2,-5,1323.15,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2024-08-02,Purchase,4927.83,29.83,31,158,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2024-10-08,Purchase,5030.25,6.25,32,157,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2025-07-04,Dividend,115.2,0,0,0,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2025-07-04,Dividend,115.2,0,0,0,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2026-06-15,Sale,-6393.31,6.69,-32,200,188.71,2026-06-25
Overall,TATASTEEL,INE081A01020,Tata Steel Limited,2026-06-15,Sale,-6157,43,-31,200,188.71,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2021-08-03,Purchase,99025.6,51.67,81,1221.9,1437.1,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2021-08-10,Sale,-105168,132.06,-81,1300,1437.1,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2022-05-26,Purchase,50962,82.01,48,1060,1437.1,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2022-08-08,Dividend,1440,0,0,0,1437.1,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2023-08-11,Dividend,1536,0,0,0,1437.1,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2023-11-21,Dividend,576,0,0,0,1437.1,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2024-09-18,Purchase,4806.02,6.02,3,1600,1437.1,2026-06-25
Overall,TECHM,INE669C01036,Tech Mahindra Limited,2024-11-29,Sale,-82439,121,-48,1720,1437.1,2026-06-25
Overall,TITAN,INE280A01028,Titan Company Limited,2024-10-08,Purchase,3487.64,4.64,1,3483,4301.5,2026-06-25
Overall,TITAN,INE280A01028,Titan Company Limited,2025-07-25,Dividend,11,0,0,0,4301.5,2026-06-25
Overall,TITAN,INE280A01028,Titan Company Limited,2026-06-15,Sale,-4238.56,4.44,-1,4243,4301.5,2026-06-25
Overall,UNICHEMLAB,INE351A01035,Unichem Laboratories Limited,2018-12-24,Purchase,201.2,6.75,1,194.45,,
Overall,UNICHEMLAB,INE351A01035,Unichem Laboratories Limited,2019-08-01,Dividend,4,0,0,0,,
Overall,UNICHEMLAB,INE351A01035,Unichem Laboratories Limited,2020-09-04,Dividend,4,0,0,0,,
Overall,UNICHEMLAB,INE351A01035,Unichem Laboratories Limited,2021-03-03,Sale,-332.33,1.67,-1,334,,
Overall,IDEA,INE669E01016,Vodafone Idea Limited,2020-09-10,Purchase,2059.38,43.38,180,11.2,,
Overall,IDEA,INE669E01016,Vodafone Idea Limited,2021-12-02,Sale,-2359.53,16.47,-180,13.2,,
Overall,WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited,2025-12-10,Purchase,49458.2,58.25,52,950,1020.65,2026-06-25
Overall,WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited,2025-12-10,Purchase,19448.2,23.15,21,925,1020.65,2026-06-25
Overall,WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited,2026-01-09,Purchase,19823.5,23.54,22,900,1020.65,2026-06-25
Overall,WAAREERTL,INE299N01021,Waaree Renewable Technologies Limited,2026-03-04,Purchase,9707.06,11.06,12,808,1020.65,2026-06-25
Prachi,ADANIENT,INE423A01024,Adani Enterprises Limited,2024-10-25,Purchase,2660,0,1,2660,3038,2026-06-25
Prachi,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Limited,2024-05-11,Purchase,3900,0,3,1300,1796,2026-06-25
Prachi,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Limited,2024-08-05,Purchase,4530,0,3,1510,1796,2026-06-25
Prachi,ADANIPOWER,INE814H01011,Adani Power Limited,2024-08-12,Purchase,5280,0,8,660,229.27,2026-06-25
Prachi,ADANIPOWER,INE814H01011,Adani Power Limited,2025-09-22,Bonus,0,0,32,0,229.27,2026-06-25
Prachi,BAJFINANCE,INE296A01024,Bajaj Finance Limited,2024-09-16,Purchase,3680,0,1,3680,980.4,2026-06-25
Prachi,BAJFINANCE,INE296A01024,Bajaj Finance Limited,2024-09-16,Purchase,3680,0,1,3680,980.4,2026-06-25
Prachi,BAJFINANCE,INE296A01024,Bajaj Finance Limited,2025-06-14,Bonus,0,0,8,0,980.4,2026-06-25
Prachi,BAJFINANCE,INE296A01024,Bajaj Finance Limited,2025-06-17,Purchase,5580,0,6,930,980.4,2026-06-25
Prachi,BAJFINANCE,INE296A01024,Bajaj Finance Limited,2025-06-17,Purchase,1860,0,2,930,980.4,2026-06-25
Prachi,BAJAJHFL,INE377Y01014,Bajaj Housing Finance Limited,2024-09-13,Purchase,104860,0,1498,70,87.5,2026-06-25
Prachi,HDFCBANK,INE040A01034,HDFC Bank Limited,2024-08-13,Purchase,3216,0,2,1608,796.3,2026-06-25
Prachi,HDFCBANK,INE040A01034,HDFC Bank Limited,2025-08-29,Bonus,0,0,2,0,796.3,2026-06-25
Prachi,INDUSINDBK,INE095A01012,IndusInd Bank Limited,2024-10-01,Purchase,4215,0,3,1405,918.95,2026-06-25
Prachi,INFY,INE009A01021,Infosys Limited,2023-04-17,Purchase,49566,0,40,1239.15,1041.2,2026-06-25
Prachi,INFY,INE009A01021,Infosys Limited,2024-09-18,Purchase,5685,0,3,1895,1041.2,2026-06-25
Prachi,INFY,INE009A01021,Infosys Limited,2024-10-18,Purchase,1875,0,1,1875,1041.2,2026-06-25
Prachi,ITC,INE154A01025,ITC Limited,2024-10-09,Purchase,1698.68,0,4,424.67,290,2026-06-25
Prachi,ITC,INE154A01025,ITC Limited,2025-07-30,Dividend,79,0,0,0,290,2026-06-25
Prachi,JSWSTEEL,INE019A01038,JSW Steel Limited,2024-08-02,Purchase,4530,0,5,906,1231,2026-06-25
Prachi,JSWSTEEL,INE019A01038,JSW Steel Limited,2024-08-05,Purchase,5238,0,6,873,1231,2026-06-25
Prachi,M&M,INE101A01026,Mahindra & Mahindra Limited,2024-10-25,Purchase,2690,0,1,2690,3182.2,2026-06-25
Prachi,NESTLEIND,INE239A01016,Nestle India Limited,2024-10-17,Purchase,4760,0,2,2380,1402.6,2026-06-25
Prachi,NESTLEIND,INE239A01016,Nestle India Limited,2025-08-08,Bonus,0,0,2,0,1402.6,2026-06-25
Prachi,NMDC,INE584A01023,NMDC Limited,2025-06-17,Purchase,2760,0,40,69,84.94,2026-06-25
Prachi,RELIANCE,INE002A01018,Reliance Industries Limited,2024-10-01,Purchase,5856,0,2,2928,1318.1,2026-06-25
Prachi,RELIANCE,INE002A01018,Reliance Industries Limited,2024-10-26,Bonus,0,0,2,0,1318.1,2026-06-25
Prachi,RELIANCE,INE002A01018,Reliance Industries Limited,2024-11-05,Purchase,24567,0,19,1293,1318.1,2026-06-25
Prachi,TCS,INE467B01029,Tata Consultancy Services Limited,2024-09-18,Purchase,4372,0,1,4372,2094.7,2026-06-25
Prachi,TATACONSUM,INE192A01025,Tata Consumer Products Limited,2023-04-17,Purchase,49980,0,70,714,1131.3,2026-06-25
Prachi,TMCV,INE1TAE01010,Tata Motors Limited,2025-10-16,Bonus,0,0,16,0,431.9,2026-06-25
Prachi,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-08-02,Purchase,4438.6,0,4,1109.65,353.2,2026-06-25
Prachi,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-08-05,Purchase,5265,0,5,1053,353.2,2026-06-25
Prachi,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-09-11,Purchase,6832,0,7,976,353.2,2026-06-25
Prachi,TATASTEEL,INE081A01020,Tata Steel Limited,2024-08-02,Purchase,4898,0,31,158,188.71,2026-06-25
Prachi,TATASTEEL,INE081A01020,Tata Steel Limited,2024-08-05,Purchase,5049,0,33,153,188.71,2026-06-25
Prachi,TATASTEEL,INE081A01020,Tata Steel Limited,2024-10-08,Purchase,5024,0,32,157,188.71,2026-06-25
Prachi,TATASTEEL,INE081A01020,Tata Steel Limited,2024-11-13,Purchase,1390,0,10,139,188.71,2026-06-25
Prachi,TECHM,INE669C01036,Tech Mahindra Limited,2024-08-05,Purchase,4305,0,3,1435,1437.1,2026-06-25
Prachi,TECHM,INE669C01036,Tech Mahindra Limited,2024-09-18,Purchase,4800,0,3,1600,1437.1,2026-06-25
