Portfolio Name,Symbol,ISIN,Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction Price,Price,Date
Overall,INFY,INE009A01021,Infosys Limited,2018-09-11,Bonus,0,0,120,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2018-10-30,Dividend,1680,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2019-01-28,Dividend,960,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2019-06-25,Dividend,2520,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2019-10-24,Purchase,25928.8,170.84,40,643.95,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2019-10-30,Dividend,1920,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2020-07-03,Dividend,2660,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2020-11-11,Dividend,2908.5,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2021-06-25,Dividend,4200,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2021-11-10,Dividend,3360,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2022-06-28,Dividend,4480,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2022-11-10,Dividend,3710,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2023-07-03,Dividend,4900,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2023-11-06,Dividend,4046,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2024-07-01,Dividend,7056,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2024-09-18,Purchase,5676.93,6.93,3,1890,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2024-10-18,Purchase,5631.88,6.88,3,1875,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2024-10-31,Purchase,5272.71,6.51,3,1755.4,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2024-11-08,Dividend,5292,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2024-11-08,Dividend,113,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2025-06-30,Dividend,6160,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2025-06-30,Dividend,198,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2025-11-07,Dividend,166.5,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2025-11-07,Dividend,5180,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2026-03-10,Purchase,10332.7,12.71,8,1290,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2026-06-25,Dividend,7000,0,0,0,1041.2,2026-06-25
Overall,INFY,INE009A01021,Infosys Limited,2026-06-25,Dividend,425,0,0,0,1041.2,2026-06-25
Overall,ITCHOTELS,INE379A01028,ITC Hotels Limited,2024-10-09,Bonus,0,0,1,0,173.68,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2018-12-24,Purchase,1150.81,33.01,4,279.45,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2019-07-16,Dividend,23,0,0,0,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2020-03-09,Purchase,1824.35,41.35,10,178.3,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2020-09-08,Dividend,142,0,0,0,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2021-03-10,Dividend,70,0,0,0,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2021-06-09,Sale,-2982.19,20.81,-14,214.5,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2024-10-09,Purchase,4916.13,6.13,10,491,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2025-03-07,Dividend,65,0,0,0,290,2026-06-25
Overall,ITC,INE154A01025,ITC Limited,2026-02-27,Dividend,65,0,0,0,290,2026-06-25
Overall,JSWSTEEL,INE019A01038,JSW Steel Limited,2024-08-02,Purchase,4559.39,29.39,5,906,1231,2026-06-25
Overall,JSWSTEEL,INE019A01038,JSW Steel Limited,2024-08-05,Purchase,6142.27,31.27,7,873,1231,2026-06-25
Overall,JSWSTEEL,INE019A01038,JSW Steel Limited,2024-10-08,Purchase,4951.17,6.17,5,989,1231,2026-06-25
Overall,JSWSTEEL,INE019A01038,JSW Steel Limited,2025-07-29,Dividend,14,0,0,0,1231,2026-06-25
Overall,JSWSTEEL,INE019A01038,JSW Steel Limited,2025-07-29,Dividend,33.6,0,0,0,1231,2026-06-25
Overall,KPEL,INE127T01013,K.P. Energy Limited,2025-07-08,Purchase,14226.8,16.83,29,490,349.25,2026-06-25
Overall,KPEL,INE127T01013,K.P. Energy Limited,2025-09-01,Dividend,5.8,0,0,0,349.25,2026-06-25
Overall,KPEL,INE127T01013,K.P. Energy Limited,2025-10-15,Dividend,2.9,0,0,0,349.25,2026-06-25
Overall,KPEL,INE127T01013,K.P. Energy Limited,2025-12-03,Dividend,7.25,0,0,0,349.25,2026-06-25
Overall,KPEL,INE127T01013,K.P. Energy Limited,2026-02-16,Dividend,5.6,0,0,0,349.25,2026-06-25
Overall,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,2021-08-31,Purchase,48979.8,63.79,28,1747,405.95,2026-06-24
Overall,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,2021-09-23,Sale,-57289.3,82.69,-28,2049,405.95,2026-06-24
Overall,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,2024-05-07,Purchase,152480,200,94,1620,405.95,2026-06-24
Overall,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,2024-07-22,Purchase,5355.33,30.33,3,1775,405.95,2026-06-24
Overall,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,2025-08-04,Dividend,235,0,0,0,405.95,2026-06-24
Overall,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,2025-08-04,Dividend,7.5,0,0,0,405.95,2026-06-24
Overall,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,2025-09-01,Sale,-190856,234,-97,1970,405.95,2026-06-24
Overall,KPITTECH,INE04I401011,KPIT Technologies Limited,2021-08-03,Purchase,22155.7,51.67,72,307,,
Overall,KPITTECH,INE04I401011,KPIT Technologies Limited,2021-08-03,Purchase,358.67,51.67,1,307,,
Overall,KPITTECH,INE04I401011,KPIT Technologies Limited,2021-08-03,Purchase,49785.7,51.67,162,307,,
Overall,KPITTECH,INE04I401011,KPIT Technologies Limited,2021-08-03,Purchase,7726.67,51.67,25,307,,
Overall,KPITTECH,INE04I401011,KPIT Technologies Limited,2021-09-09,Dividend,390,0,0,0,,
Overall,KPITTECH,INE04I401011,KPIT Technologies Limited,2021-11-17,Sale,-119453,146.79,-260,460,,
Overall,LT,INE018A01030,Larsen & Toubro Limited,2020-02-28,Purchase,23691.4,156.36,20,1176.75,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2020-03-09,Purchase,5543.44,43.44,5,1100,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2020-03-30,Dividend,250,0,0,0,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2020-08-17,Dividend,200,0,0,0,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2020-11-10,Dividend,450,0,0,0,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2021-08-12,Dividend,450,0,0,0,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2021-09-16,Sale,-42882.2,67.84,-25,1718,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2024-07-25,Purchase,7002.3,32.3,2,3485,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2025-06-21,Dividend,68,0,0,0,4216.4,2026-06-25
Overall,LT,INE018A01030,Larsen & Toubro Limited,2026-06-10,Dividend,76,0,0,0,4216.4,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2021-11-22,Purchase,99778.2,138.23,212,470,1452.5,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2022-05-18,Dividend,254.4,0,0,0,1452.5,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2022-11-15,Dividend,169.6,0,0,0,1452.5,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2023-05-18,Dividend,254.4,0,0,0,1452.5,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2023-11-10,Dividend,84.8,0,0,0,1452.5,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2024-05-17,Dividend,84.8,0,0,0,1452.5,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2024-11-14,Dividend,84.8,0,0,0,1452.5,2026-06-25
Overall,LAURUSLABS,INE947Q01010,Laurus Labs Limited,2024-12-31,Sale,-125550,166,-212,593,1452.5,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2020-03-09,Purchase,2298.11,41.36,5,451.35,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2020-08-10,Dividend,11.75,0,0,0,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2021-08-09,Dividend,43.75,0,0,0,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2021-09-24,Sale,-3872.97,27.03,-5,780,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2024-08-01,Purchase,5674.71,30.71,2,2822,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2024-10-04,Purchase,6075.34,7.34,2,3034,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2024-10-17,Purchase,5937.2,7.2,2,2965,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2025-08-05,Dividend,50.6,0,0,0,3182.2,2026-06-25
Overall,M&M,INE101A01026,Mahindra & Mahindra Limited,2025-08-05,Dividend,101.2,0,0,0,3182.2,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2024-07-25,Purchase,4969.89,29.89,2,2470,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2024-10-17,Purchase,4765.98,5.98,2,2380,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2025-02-27,Dividend,28.5,0,0,0,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2025-02-27,Dividend,28.5,0,0,0,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2025-07-24,Dividend,20,0,0,0,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2025-07-24,Dividend,20,0,0,0,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2025-08-08,Bonus,0,0,4,0,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2026-02-26,Dividend,28,0,0,0,1402.6,2026-06-25
Overall,NESTLEIND,INE239A01016,Nestle India Limited,2026-02-26,Dividend,28,0,0,0,1402.6,2026-06-25
Overall,PHARMABEES,INF204KC1089,Nippon India Nifty Pharma ETF,2025-07-10,Purchase,10213,2.38,453,22.54,25.63,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2021-07-13,Purchase,81288.3,60.665,488,166.45,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2021-07-13,Purchase,2058.07,60.665,12,166.45,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2021-09-08,Purchase,22538.6,27.76,148,152.1,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2021-09-08,Purchase,25876.3,27.76,170,152.05,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2021-09-08,Purchase,1852.96,27.76,12,152.1,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2022-01-01,Dividend,6731,0,0,0,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2022-03-08,Dividend,4281,0,0,0,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2023-03-14,Dividend,3133,0,0,0,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2023-10-05,Dividend,2366,0,0,0,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2024-03-12,Dividend,4059,0,0,0,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2024-05-06,Sale,-223832,268,-830,270,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2025-06-17,Purchase,1962.05,2.05,28,70,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2025-09-25,Dividend,28,0,0,0,84.94,2026-06-25
Overall,NMDC,INE584A01023,NMDC Limited,2026-03-02,Dividend,70,0,0,0,84.94,2026-06-25
Overall,NSLNISP,INE0NNS01018,NMDC Steel Limited,2023-02-20,Bonus,0,0,830,0,43.68,2026-06-25
Overall,NSLNISP,INE0NNS01018,NMDC Steel Limited,2023-04-03,Purchase,4987,29.8,162,30.6,43.68,2026-06-25
Overall,PETRONET,INE347G01014,Petronet LNG Limited,2021-02-24,Purchase,30737.8,40.12,121,253.7,,
Overall,PETRONET,INE347G01014,Petronet LNG Limited,2021-02-24,Purchase,17542,40.12,69,253.65,,
Overall,PETRONET,INE347G01014,Petronet LNG Limited,2021-10-22,Dividend,665,0,0,0,,
Overall,PETRONET,INE347G01014,Petronet LNG Limited,2021-12-06,Dividend,1330,0,0,0,,
Overall,PETRONET,INE347G01014,Petronet LNG Limited,2022-10-17,Dividend,855,0,0,0,,
Overall,PETRONET,INE347G01014,Petronet LNG Limited,2022-11-23,Sale,-39455.7,64.31,-190,208,,
Overall,PETRONET,INE347G01014,Petronet LNG Limited,2022-12-05,Dividend,1330,0,0,0,,
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2021-08-26,Purchase,29377.8,35.3525,97,302.5,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2021-08-26,Purchase,8804.95,35.35,29,302.4,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2021-08-26,Purchase,43292.8,35.3525,143,302.5,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2021-08-26,Purchase,18487.8,35.3525,61,302.5,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2021-09-07,Sale,-125247,152.76,-330,380,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2021-10-01,Purchase,100038,138.5,270,370,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2022-10-12,Dividend,135,0,0,0,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2023-10-12,Dividend,135,0,0,0,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2024-10-08,Dividend,162,0,0,0,232.3,2026-06-25
Overall,PNCINFRA,INE195J01029,PNC Infratech Limited,2025-10-09,Dividend,162,0,0,0,232.3,2026-06-25
Overall,POLYCAB,INE455K01017,Polycab India Limited,2021-09-20,Purchase,52523.6,23.6,21,2500,,
Overall,POLYCAB,INE455K01017,Polycab India Limited,2021-09-20,Purchase,5023.6,23.6,2,2500,,
Overall,POLYCAB,INE455K01017,Polycab India Limited,2021-09-20,Purchase,5023.6,23.6,2,2500,,
Overall,POLYCAB,INE455K01017,Polycab India Limited,2021-09-20,Purchase,12523.6,23.6,5,2500,,
Overall,POLYCAB,INE455K01017,Polycab India Limited,2021-09-20,Purchase,2523.6,23.6,1,2500,,
Overall,POLYCAB,INE455K01017,Polycab India Limited,2021-09-20,Purchase,22523.6,23.6,9,2500,,
Overall,POLYCAB,INE455K01017,Polycab India Limited,2021-09-21,Purchase,50063.8,83.8,21,2380,,
Overall,POLYCAB,INE455K01017,Polycab India Limited,2022-01-14,Sale,-164507,193.24,-61,2700,,
Overall,PFC,INE134E01011,Power Finance Corporation Limited,2024-03-14,Purchase,24668,54,62,397,,
Overall,PFC,INE134E01011,Power Finance Corporation Limited,2024-03-20,Purchase,25257,52,71,355,,
Overall,PFC,INE134E01011,Power Finance Corporation Limited,2024-03-30,Dividend,399,0,0,0,,
Overall,PFC,INE134E01011,Power Finance Corporation Limited,2024-09-05,Dividend,432.25,0,0,0,,
Overall,PFC,INE134E01011,Power Finance Corporation Limited,2024-09-13,Dividend,332.5,0,0,0,,
Overall,PFC,INE134E01011,Power Finance Corporation Limited,2024-12-04,Sale,-67193,105,-133,506,,
Overall,PFC,INE134E01011,Power Finance Corporation Limited,2024-12-06,Dividend,465.5,0,0,0,,
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2024-07-23,Purchase,4979.89,29.89,15,330,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2024-09-11,Dividend,41.25,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2024-09-27,Purchase,4962.18,6.18,14,354,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2025-02-28,Dividend,48.75,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2025-02-28,Dividend,45.5,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2025-09-12,Dividend,18.75,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2025-09-12,Dividend,17.5,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2025-12-01,Dividend,67.5,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2025-12-01,Dividend,63,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2026-02-27,Dividend,48.75,0,0,0,283.9,2026-06-25
Overall,POWERGRID,INE752E01010,Power Grid Corporation of India Limited,2026-02-27,Dividend,45.5,0,0,0,283.9,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2020-03-09,Purchase,5565.44,41.44,5,1104.8,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2020-07-16,Dividend,32.5,0,0,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2021-06-25,Dividend,35,0,0,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2022-07-22,Sale,-12512.8,37.155,-5,2510,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2024-07-22,Purchase,6082.9,31.9,2,3025.5,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2024-08-29,Dividend,20,0,0,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2024-10-01,Purchase,5863.12,7.12,2,2928,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2024-10-26,Bonus,0,0,2,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2024-10-26,Bonus,0,0,2,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2025-08-29,Dividend,22,0,0,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2025-08-29,Dividend,22,0,0,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2026-06-19,Dividend,24,0,0,0,1318.1,2026-06-25
Overall,RELIANCE,INE002A01018,Reliance Industries Limited,2026-06-19,Dividend,24,0,0,0,1318.1,2026-06-25
Overall,SBILIFE,INE123W01016,SBI Life Insurance Company Limited,2021-02-23,Purchase,40132.4,27.26,46,871.85,1752,2026-06-25
Overall,SBILIFE,INE123W01016,SBI Life Insurance Company Limited,2021-02-23,Purchase,4386.01,27.26,5,871.75,1752,2026-06-25
Overall,SBILIFE,INE123W01016,SBI Life Insurance Company Limited,2021-02-23,Purchase,5312.88,81.78,6,871.85,1752,2026-06-25
Overall,SBILIFE,INE123W01016,SBI Life Insurance Company Limited,2021-04-19,Dividend,142.5,0,0,0,1752,2026-06-25
Overall,SBILIFE,INE123W01016,SBI Life Insurance Company Limited,2022-04-16,Dividend,114,0,0,0,1752,2026-06-25
Overall,SBILIFE,INE123W01016,SBI Life Insurance Company Limited,2023-03-28,Dividend,142.5,0,0,0,1752,2026-06-25
Overall,SBILIFE,INE123W01016,SBI Life Insurance Company Limited,2023-11-17,Sale,-81196.6,119.6,-57,1426.6,1752,2026-06-25
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2017-02-23,Purchase,767.09,22.44,1,744.65,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2017-02-27,Purchase,727.6,5.6,1,722,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2017-02-27,Purchase,5114.33,32.33,7,726,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2017-02-27,Purchase,1453.08,9.18,2,721.95,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2017-09-07,Dividend,33,0,0,0,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2018-01-29,Purchase,38882.2,256.17,35,1103.6,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2018-08-24,Dividend,276,0,0,0,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2019-08-23,Dividend,322,0,0,0,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2020-09-24,Dividend,276,0,0,0,,
Overall,SOLARINDS,INE343H01029,Solar Industries India Limited,2021-07-27,Sale,-75072,0,-46,1632,,
Overall,SBIN,INE062A01020,State Bank of India,2020-05-15,Purchase,5022.43,42.43,30,166,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2021-06-18,Dividend,120,0,0,0,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2021-09-17,Sale,-14018.4,38.08,-30,468.55,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2024-07-23,Purchase,5190.14,30.14,6,860,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2024-08-05,Purchase,5700.74,30.74,7,810,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2024-09-06,Purchase,4775.99,5.99,6,795,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2025-05-30,Dividend,95.4,0,0,0,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2025-05-30,Dividend,206.7,0,0,0,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2026-06-04,Dividend,104.1,0,0,0,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2026-06-04,Dividend,225.55,0,0,0,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2026-06-15,Sale,-6161.6,6.4,-6,1028,1044.75,2026-06-25
Overall,SBIN,INE062A01020,State Bank of India,2026-06-15,Sale,-13335,29,-13,1028,1044.75,2026-06-25
Overall,SUZLON,INE040H01021,Suzlon Energy Limited,2025-09-03,Purchase,30021.1,35.11,517,58,57.14,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2018-12-20,Purchase,1996.17,42.37,1,1953.8,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2019-01-24,Dividend,4,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2019-06-17,Dividend,18,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2019-07-23,Dividend,5,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2019-10-24,Dividend,40,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2019-10-24,Dividend,5,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2020-01-31,Dividend,5,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2020-03-24,Dividend,12,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2020-06-15,Dividend,6,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2020-07-31,Dividend,5,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2020-11-03,Dividend,12,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2021-02-03,Dividend,6,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2021-06-14,Dividend,15,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2021-08-05,Dividend,7,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2021-08-31,Sale,-3736.21,63.79,-1,3800,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2024-09-18,Purchase,4377.57,5.57,1,4372,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2024-10-31,Purchase,3965.14,5.14,1,3960,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2024-11-05,Dividend,10,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2025-02-03,Dividend,152,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2025-06-24,Dividend,60,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2025-08-04,Dividend,22,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2025-11-04,Dividend,22,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2026-02-03,Dividend,114,0,0,0,2094.7,2026-06-25
Overall,TCS,INE467B01029,Tata Consultancy Services Limited,2026-06-12,Dividend,62,0,0,0,2094.7,2026-06-25
Overall,TMCV,INE1TAE01010,Tata Motors Limited,2025-10-16,Bonus,0,0,13,0,431.9,2026-06-25
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-08-02,Purchase,4465.89,29.29,4,1109.15,353.2,2026-06-25
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-08-05,Purchase,4241.01,29.01,4,1053,353.2,2026-06-25
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-09-11,Purchase,4891.11,6.11,5,977,353.2,2026-06-25
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-11-14,Dividend,720,0,0,0,353.2,2026-06-25
Overall,TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,2024-11-14,Dividend,45,0,0,0,353.2,2026-06-25
