Portfolio Name,Scheme Code,ISIN,Scheme Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction NAV,NAV,Date
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2020-12-10,Investment (SIP),5000,0.25,71.8768,69.56,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-01-11,Investment (SIP),5000,0.25,66.6226,75.0458,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-02-10,Investment (SIP),5000,0.25,65.6499,76.1578,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-03-15,Investment (SIP),5000,0.25,61.8451,80.8431,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-04-15,Investment (SIP),5000,0.25,62.9481,79.4265,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-05-12,Investment (SIP),5000,0.25,59.081,84.6253,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-06-10,Investment (SIP),5000,0.25,54.9615,90.9682,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-06-11,Investment (SIP),5000,0.25,55.035,90.8463,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-07-12,Investment (SIP),5000,0.25,52.828,94.6428,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-07-12,Investment (SIP),5000,0.25,52.828,94.6428,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-08-10,Investment (SIP),5000,0.25,53.577,93.3198,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-08-10,Investment (SIP),5000,0.25,53.577,93.3198,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-09-13,Investment (SIP),5000,0.25,50.844,98.3349,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-09-13,Investment (SIP),5000,0.25,50.844,98.3349,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-10-11,Investment (SIP),5000,0.25,47.886,104.409,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-10-12,Investment (SIP),5000,0.25,47.848,104.492,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-11-10,Investment (SIP),5000,0.25,46.797,106.84,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-11-10,Investment (SIP),5000,0.25,46.797,106.84,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-12-10,Investment (SIP),5000,0.25,47.184,105.963,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2021-12-10,Investment (SIP),5000,0.25,47.184,105.963,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-01-10,Investment (SIP),5000,0.25,46.34,107.893,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-01-10,Investment (SIP),5000,0.25,46.34,107.893,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-02-10,Investment (SIP),5000,0.25,47.535,105.181,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-02-10,Investment (SIP),5000,0.25,47.535,105.181,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-03-10,Investment (SIP),5000,0.25,50.403,99.1954,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-03-10,Investment (SIP),5000,0.25,50.403,99.1954,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-04-11,Investment (SIP),5000,0.25,46.674,107.121,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-04-11,Investment (SIP),5000,0.25,46.674,107.121,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-05-10,Investment (SIP),5000,0.25,50.602,98.8058,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-05-10,Investment (SIP),5000,0.25,50.602,98.8058,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-06-13,Investment (SIP),5000,0.25,51.318,97.4266,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-06-13,Investment (SIP),5000,0.25,51.318,97.4266,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-07-11,Investment (SIP),5000,0.25,49.883,100.23,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-07-11,Investment (SIP),5000,0.25,49.883,100.23,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-08-10,Investment (SIP),5000,0.25,45.66,109.499,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-08-10,Investment (SIP),5000,0.25,45.66,109.499,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-09-12,Investment (SIP),5000,0.25,42.4,117.919,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-09-12,Investment (SIP),5000,0.25,42.4,117.919,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-10-10,Investment (SIP),5000,0.25,43.419,115.15,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-10-10,Investment (SIP),5000,0.25,43.419,115.15,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-11-10,Investment (SIP),5000,0.25,43.65,114.542,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-11-10,Investment (SIP),5000,0.25,43.65,114.542,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-12-12,Investment (SIP),5000,0.25,42.72,117.036,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2022-12-12,Investment (SIP),5000,0.25,42.72,117.036,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-01-10,Investment (SIP),5000,0.25,44.398,112.611,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-01-10,Investment (SIP),5000,0.25,44.398,112.611,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-02-10,Investment (SIP),5000,0.25,44.665,111.94,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-02-10,Investment (SIP),5000,0.25,44.665,111.94,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-03-10,Investment (SIP),5000,0.25,45.048,110.986,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-03-10,Investment (SIP),5000,0.25,45.048,110.986,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-04-11,Investment (SIP),5000,0.25,45.454,109.995,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-04-11,Investment (SIP),5000,0.3,45.454,109.995,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-05-10,Investment (SIP),5000,0.25,43.305,115.455,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-05-10,Investment (SIP),5000,0.25,43.305,115.455,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-06-13,Investment (SIP),5000,0.25,41.268,121.154,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-06-13,Investment (SIP),5000,0.25,41.268,121.154,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-07-11,Investment (SIP),5000,0.25,40.142,124.551,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-07-11,Investment (SIP),5000,0.25,40.142,124.551,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-08-11,Investment (SIP),5000,0.25,38.607,129.505,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-08-11,Investment (SIP),5000,0.25,38.607,129.505,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-09-11,Investment (SIP),5000,0.25,36.296,137.749,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-09-11,Investment (SIP),5000,0.25,36.296,137.749,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-10-10,Investment (SIP),5000,0.25,37.32,133.968,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-10-10,Investment (SIP),5000,0.25,37.32,133.968,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-11-10,Investment (SIP),5000,0.25,37.421,133.61,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-11-10,Investment (SIP),5000,0.25,37.421,133.61,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-12-12,Investment (SIP),5000,0.25,35.371,141.35,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2023-12-12,Investment (SIP),5000,0.25,35.371,141.35,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-01-10,Investment (SIP),5000,0.25,34.677,144.179,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-01-10,Investment (SIP),5000,0.25,34.677,144.179,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-02-12,Investment (SIP),5000,0.25,34.16,146.361,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-02-12,Investment (SIP),5000,0.25,34.16,146.361,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-03-11,Investment (SIP),5000,0.25,33.552,149.016,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-03-11,Investment (SIP),5000,0.25,33.552,149.016,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-04-10,Investment (SIP),5000,0.25,31.975,156.363,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-04-10,Investment (SIP),5000,0.25,31.975,156.363,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-05-13,Investment (SIP),5000,0.25,32.205,155.247,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-05-13,Investment (SIP),5000,0.25,32.205,155.247,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-06-10,Investment (SIP),5000,0.25,29.456,169.737,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-06-10,Investment (SIP),5000,0.25,29.456,169.737,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-07-10,Investment (SIP),5000,0.25,27.795,179.883,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-07-10,Investment (SIP),5000,0.25,27.795,179.883,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-08-13,Investment (SIP),5000,0.25,28.149,177.617,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-08-13,Investment (SIP),5000,0.25,28.149,177.617,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-09-11,Investment (SIP),5000,0.25,27.03,184.97,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-09-11,Investment (SIP),5000,0.25,27.03,184.97,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-10-10,Investment (SIP),5000,0.25,26.909,185.8,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-10-10,Investment (SIP),5000,0.25,26.909,185.8,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-11-11,Investment (SIP),5000,0.25,28.273,176.837,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-11-11,Investment (SIP),5000,0.25,28.273,176.837,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-12-10,Investment (SIP),5000,0.25,27.08,184.63,176.841,2026-06-25
Overall,125494,INF200K01T28/-,SBI Small Cap Fund - Regular Plan - Growth,2024-12-10,Investment (SIP),5000,0.25,27.08,184.63,176.841,2026-06-25
Overall,144548,INF277K019K2/-,Tata Flexi Cap Fund -Regular Plan-Growth,2018-09-06,Investment,50000,0,5000,10,23.529,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2025-11-24,Investment,1000,0.05,5.513,181.383,168.915,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2025-12-08,Investment (SIP),10000,0.5,55.125,181.396,168.915,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2026-01-06,Investment (SIP),10000,0.5,54.676,182.886,168.915,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2026-02-06,Investment (SIP),10000,0.5,55.671,179.619,168.915,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2026-03-06,Investment (SIP),10000,0.5,58.49,170.96,168.915,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2026-04-06,Investment (SIP),10000,0.5,62.28,160.557,168.915,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2026-05-06,Investment (SIP),10000,0.5,58.788,170.095,168.915,2026-06-25
Overall,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2026-06-08,Investment (SIP),10000,0.5,61.738,161.965,168.915,2026-06-25
Prachi,119523,INF209K01XU7/-,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,2023-04-11,Investment,550000,27.5,896.815,613.25,,
Prachi,119523,INF209K01XU7/-,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,2023-12-01,Redemption,-150228,0,-234,641.998,,
Prachi,119523,INF209K01XU7/-,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,2024-01-01,Redemption,-200403,0,-310,646.462,,
Prachi,119523,INF209K01XU7/-,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,2024-01-05,Redemption,-150082,0,-232,646.904,,
Prachi,119523,INF209K01XU7/-,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,2024-03-18,Redemption,-79293.9,0,-120.815,656.325,,
Prachi,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2023-04-11,Investment,100000,5.034,1417.77,70.53,130.06,2026-06-25
Prachi,148883,INF760K01JQ6/-,Canara Robeco Focused Fund - Direct Plan - Growth Option,2023-04-11,Investment,150000,7.5,11773.4,12.74,21.02,2026-06-25
Prachi,150817,INF760K01KI1/-,Canara Robeco Mid Cap Fund- Direct Plan- Growth Option,2023-04-11,Investment,200000,10,20365.6,9.82,18.91,2026-06-25
Prachi,118942,INF179K01VF7/-,HDFC Low Duration  Fund - Direct Plan - Growth,2023-04-11,Investment,550000,27.5,10438.9,52.6849,,
Prachi,118942,INF179K01VF7/-,HDFC Low Duration  Fund - Direct Plan - Growth,2023-12-01,Redemption,-49712.3,0,-900,55.2359,,
Prachi,118942,INF179K01VF7/-,HDFC Low Duration  Fund - Direct Plan - Growth,2024-01-01,Redemption,-101080,0,-1818,55.5996,,
Prachi,118942,INF179K01VF7/-,HDFC Low Duration  Fund - Direct Plan - Growth,2024-01-01,Redemption,-101080,0,-1818,55.5996,,
Prachi,118942,INF179K01VF7/-,HDFC Low Duration  Fund - Direct Plan - Growth,2024-01-05,Redemption,-100146,0,-1800,55.6365,,
Prachi,118942,INF179K01VF7/-,HDFC Low Duration  Fund - Direct Plan - Growth,2024-03-18,Redemption,-231685,0,-4102.9,56.4685,,
Prachi,133810,INF178L01AX4/-,Kotak Low Duration Fund- Direct Plan- Growth Option,2025-05-05,Investment,25000,1.25,6.931,3606.64,3881.35,2026-06-25
Prachi,119775,INF174K01LT0/-,Kotak Midcap Fund - Direct Plan - Growth,2023-04-11,Investment,200000,10,2356.73,84.859,168.272,2026-06-25
Prachi,118840,INF769K01BO9/-,Mirae Asset Low Duration Fund - Direct Plan - Growth,2025-05-05,Investment,25000,1.25,10.278,2432.32,2619.57,2026-06-25
Prachi,134923,INF204KA15G5/-,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,2023-04-11,Investment,50000,2.5,2039.35,24.5164,44.0494,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-03-20,Investment (SIP),5000,-0.15,8.094,617.76,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-04-20,Investment (SIP),5000,0.07,7.933,630.27,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-05-22,Investment (SIP),5000,0.21,7.847,637.16,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-06-20,Investment (SIP),5000,-0.36,7.584,659.33,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-07-20,Investment (SIP),5000,-0.04,7.381,677.42,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-08-21,Investment (SIP),5000,-0.03,7.416,674.24,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-09-20,Investment (SIP),5000,0.25,7.061,708.08,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-10-23,Investment (SIP),5000,0.08,7.106,703.62,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-11-20,Investment (SIP),5000,0.1,7.044,709.81,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-12-20,Investment (SIP),5000,-0.26,6.897,724.99,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-01-22,Investment (SIP),5000,0,6.72,744.05,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-02-20,Investment (SIP),5000,0.08,7.123,701.94,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-03-20,Investment (SIP),5000,-0.24,7.279,686.94,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-04-20,Investment (SIP),5000,-0.22,6.904,724.25,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-05-21,Investment (SIP),5000,0.26,7.138,700.44,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-06-20,Investment (SIP),5000,0.14,7.105,703.71,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-07-20,Investment (SIP),5000,-0.06,7.265,688.24,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-08-20,Investment (SIP),5000,-0.26,6.75,740.78,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-09-21,Investment (SIP),5000,0.12,7.057,708.5,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-10-22,Investment (SIP),5000,0.21,7.683,650.76,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-11-20,Investment (SIP),5000,0.24,7.269,687.82,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-12-20,Investment (SIP),5000,0.03,7.068,707.41,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-01-21,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-02-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-03-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-04-22,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-05-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-06-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-07-22,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-08-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-09-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-10-22,Investment (SIP),0,0,0,0,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-11-20,Investment (SIP),5000,-0.27,6.647,752.26,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-12-20,Investment (SIP),5000,0.28,6.551,763.2,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-01-20,Investment (SIP),5000,0.31,6.418,779.01,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-02-20,Investment (SIP),5000,-0.18,6.314,791.92,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-03-20,Investment (SIP),5000,0.15,8.824,566.62,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-04-20,Investment (SIP),5000,0.19,8.423,593.59,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-05-20,Investment (SIP),5000,0.14,8.677,576.22,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-06-22,Investment (SIP),5000,0.23,7.717,647.89,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-07-20,Investment (SIP),5000,0.25,7.351,680.15,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-08-20,Investment (SIP),5000,0.25,6.995,714.79,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-09-21,Investment (SIP),5000,0.25,7.067,707.44,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-10-20,Investment (SIP),5000,0.25,6.732,742.66,1889.92,2026-06-25
SIP,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-11-20,Investment (SIP),5000,0.25,6.145,813.59,1889.92,2026-06-25
