Portfolio Name,Scheme Code,ISIN,Scheme Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction NAV,NAV,Date
Bulk,103168,INF209K01140/-,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,2021-10-05,Investment,100000,5,733.047,136.41,,
Bulk,103168,INF209K01140/-,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,2024-07-19,Redemption,-129272,1.29,-733.047,176.35,,
Bulk,107745,INF209K01108/-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,2018-02-14,Investment,75000,0,2396.17,31.3,61.22,2026-06-25
Bulk,107745,INF209K01108/-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,2021-04-27,Redemption,-90886.6,0,-2396.17,37.93,61.22,2026-06-25
Bulk,103309,INF209K01462/-,Aditya Birla Sun Life Focused Fund -Growth Option,2014-12-10,Investment,200000,0,4742.29,42.1737,,
Bulk,103309,INF209K01462/-,Aditya Birla Sun Life Focused Fund -Growth Option,2015-07-17,Redemption,-208888,0,-4742.29,44.0479,,
Bulk,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2025-10-31,Investment,10000,0.5,79.9,125.15,130.06,2026-06-25
Bulk,113221,INF760K01AR3/-,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,2021-04-20,Investment,100000,5,2917.86,34.27,61.15,2026-06-25
Bulk,148884,INF760K01JT0/-,Canara Robeco Focused Fund - Regular Plan - Growth Option,2021-05-17,Investment,300000,15,29998.5,10,19.43,2026-06-25
Bulk,150816,INF760K01KL5/-,Canara Robeco Mid Cap Fund- Regular Plan- Growth Option,2022-12-02,Investment,70000,3.5,6999.65,10,18,2026-06-25
Bulk,152206,INF740KA1TQ3/-,DSP Banking & Financial Services Fund - Direct - Growth,2025-07-23,Investment,35000,1.75,2526.77,13.851,15.211,2026-06-25
Bulk,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2025-10-14,Investment,5000,0.25,328.378,15.2256,16.5496,2026-06-25
Bulk,152056,INF740KA1TE9/-,DSP Multi Asset Allocation Fund - Direct - Growth,2025-10-16,Investment,5000,0.25,326.785,15.2998,16.5496,2026-06-25
Bulk,140242,INF843K01138/-,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,2021-10-05,Investment,50000,2.5,1055.31,47.377,,
Bulk,140242,INF843K01138/-,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,2021-10-27,Investment,85082,4.25,1681.61,50.593,,
Bulk,140242,INF843K01138/-,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,2023-12-06,Redemption,-87912.7,0,-2736.92,32.121,,
Bulk,146196,INF754K01JN6/-,Edelweiss Small Cap Fund - Direct Plan - Growth,2026-02-19,Investment,1000,0.05,20.967,47.692,51.507,2026-06-25
Bulk,100868,INF179KB1HK0/-,HDFC Liquid Fund - Growth Plan,2014-03-13,Investment,100000,0,3971.45,25.1797,5339.11,2026-03-22
Bulk,100868,INF179KB1HK0/-,HDFC Liquid Fund - Growth Plan,2014-06-10,Redemption,-25000,0,-970.764,25.7529,5339.11,2026-03-22
Bulk,100868,INF179KB1HK0/-,HDFC Liquid Fund - Growth Plan,2014-07-28,Redemption,-78160.4,0,-3000.69,26.0475,5339.11,2026-03-22
Bulk,151034,INF917K01254/-,HSBC Midcap Fund - Regular Growth,2017-10-17,Investment,20720,0,147.536,140.44,455.629,2026-06-25
Bulk,151034,INF917K01254/-,HSBC Midcap Fund - Regular Growth,2023-10-09,Redemption,-37294.4,0.37,-147.536,252.784,455.629,2026-06-25
Bulk,151133,INF917K01QC7/-,HSBC Small Cap Fund - Regular Growth,2017-06-19,Investment,50000,0,2072.71,24.123,86.4849,2026-06-25
Bulk,153326,INF0R8701327/-,Helios Mid Cap Fund - Direct Plan - Growth Option,2025-07-18,Investment,125000,6.25,10270.6,12.17,13.69,2026-06-25
Bulk,153327,INF0R8701293/-,Helios Mid Cap Fund - Regular Plan - Growth Plan,2025-07-18,Investment,30000,1.5,2477.17,12.11,13.43,2026-06-25
Bulk,100356,INF109K01480/-,ICICI Prudential Equity & Debt Fund - Growth,2014-12-10,Investment,300000,0,3347.47,89.62,405.14,2026-06-25
Bulk,100356,INF109K01480/-,ICICI Prudential Equity & Debt Fund - Growth,2015-04-07,Redemption,-308067,0,-3347.47,92.03,405.14,2026-06-25
Bulk,108378,INF205K01155/-,Invesco India Financial Services Fund - Regular Plan - Growth,2022-03-10,Investment,150000,7.5,2126.05,70.55,147.95,2026-06-25
Bulk,120403,INF205K01MV6/-,Invesco India Midcap Fund - Direct Plan - Growth Option,2026-01-05,Investment,1000,0.05,4.449,224.74,235.25,2026-06-25
Bulk,145137,INF205K013T3/-,Invesco India Smallcap Fund - Direct Plan - Growth,2026-04-09,Investment,1000,0.05,22.532,44.38,51.74,2026-06-25
Bulk,145139,INF205K011T7/-,Invesco India Smallcap Fund - Regular Plan - Growth,2020-02-28,Investment,41779,0,3604.75,11.59,46.14,2026-06-25
Bulk,104908,INF174K01DS9/-,Kotak Midcap Fund - Regular Plan - Growth,2021-04-20,Investment,100000,5,1763.67,56.697,144.008,2026-06-25
Bulk,149182,INF174KA1HS9/-,Kotak Multicap Fund-Regular Plan-Growth,2021-10-06,Investment,100000,5,9990.51,10.009,19.991,2026-06-25
Bulk,118778,INF204K01K15/-,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,2025-07-28,Investment,35000,1.75,185.138,189.039,202.822,2026-06-25
Bulk,149132,INF200KA1Y40/-,SBI Balanced Advantage Fund - Regular Plan - Growth,2021-08-21,Investment,100000,5,9999.5,10,,
Bulk,149132,INF200KA1Y40/-,SBI Balanced Advantage Fund - Regular Plan - Growth,2023-10-09,Redemption,-120435,1.2,-9999.5,12.0442,,
Bulk,105280,INF200K01MA1/-,SBI Liquid Fund - REGULAR PLAN -Growth,2015-03-04,Investment,150000,-1.02,68.781,2180.85,,
Bulk,105280,INF200K01MA1/-,SBI Liquid Fund - REGULAR PLAN -Growth,2015-04-17,Redemption,-151282,0,-68.781,2199.47,,
Bulk,144548,INF277K019K2/-,Tata Flexi Cap Fund -Regular Plan-Growth,2018-09-06,Investment,50000,0,5000,10,23.529,2026-06-25
Bulk,120716,INF789F01XA0/-,UTI Nifty 50 Index Fund - Growth Option- Direct,2025-11-24,Investment,1000,0.05,5.513,181.383,168.915,2026-06-25
Mukesh. Chk Irr 11/8/26,152206,INF740KA1TQ3/-,DSP Banking & Financial Services Fund - Direct - Growth,2025-07-23,Investment,35000,1.75,2526.77,13.851,15.211,2026-06-25
Mukesh. Chk Irr 11/8/26,153326,INF0R8701327/-,Helios Mid Cap Fund - Direct Plan - Growth Option,2025-07-18,Investment,125000,6.25,10270.6,12.17,13.69,2026-06-25
Mukesh. Chk Irr 11/8/26,153327,INF0R8701293/-,Helios Mid Cap Fund - Regular Plan - Growth Plan,2025-07-18,Investment,30000,1.5,2477.17,12.11,13.43,2026-06-25
Mukesh. Chk Irr 11/8/26,118778,INF204K01K15/-,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,2025-07-28,Investment,35000,1.75,185.138,189.039,202.822,2026-06-25
Overall,103168,INF209K01140/-,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,2021-10-05,Investment,100000,5,733.047,136.41,,
Overall,103168,INF209K01140/-,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,2024-07-19,Redemption,-129272,1.29,-733.047,176.35,,
Overall,107745,INF209K01108/-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,2018-02-14,Investment,75000,0,2396.17,31.3,61.22,2026-06-25
Overall,107745,INF209K01108/-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,2021-04-27,Redemption,-90885.6,1,-2396.17,37.93,61.22,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-03-20,Investment (SIP),5000,0,8.094,617.76,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-04-20,Investment (SIP),5000,0,7.933,630.27,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-05-22,Investment (SIP),5000,0,7.847,637.16,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-06-20,Investment (SIP),5000,0,7.583,659.33,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-07-20,Investment (SIP),5000,0,7.381,677.42,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-08-21,Investment (SIP),5000,0,7.416,674.24,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-09-20,Investment (SIP),5000,0,7.061,708.08,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-10-23,Investment (SIP),5000,0,7.106,703.62,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-11-20,Investment (SIP),5000,0,7.044,709.81,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2017-12-20,Investment (SIP),5000,0,6.897,724.99,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-01-22,Investment (SIP),5000,0,6.72,744.05,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-02-20,Investment (SIP),5000,0,7.123,701.94,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-03-20,Investment (SIP),5000,0,7.279,686.94,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-04-20,Investment (SIP),5000,0,6.904,724.25,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-05-21,Investment (SIP),5000,0,7.138,700.44,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-06-20,Investment (SIP),5000,0,7.105,703.71,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-07-20,Investment (SIP),5000,0,7.265,688.24,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-08-20,Investment (SIP),5000,0,6.75,740.78,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-09-21,Investment (SIP),5000,0,7.057,708.5,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-10-22,Investment (SIP),5000,0,7.683,650.76,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-11-20,Investment (SIP),5000,0,7.269,687.82,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2018-12-20,Investment (SIP),5000,0,7.068,707.41,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-01-21,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-02-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-03-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-04-22,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-05-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-06-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-07-22,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-08-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-09-20,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-10-22,Investment (SIP),0,0,0,0,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-11-20,Investment (SIP),5000,0,6.647,752.26,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2019-12-20,Investment (SIP),5000,0,6.551,763.2,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-01-20,Investment (SIP),5000,0,6.418,779.01,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-02-20,Investment (SIP),5000,0,6.314,791.92,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-03-20,Investment (SIP),5000,0,8.824,566.62,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-04-20,Investment (SIP),5000,0,8.423,593.59,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-05-20,Investment (SIP),5000,0,8.677,576.22,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-06-22,Investment (SIP),5000,0,7.717,647.89,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-07-20,Investment (SIP),5000,0.25,7.351,680.15,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-08-20,Investment (SIP),5000,0.25,6.995,714.79,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-09-21,Investment (SIP),5000,0.25,7.067,707.44,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-10-20,Investment (SIP),5000,0.25,6.732,742.66,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-11-20,Investment (SIP),5000,0.25,6.145,813.59,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2020-12-21,Investment (SIP),5000,0.25,5.962,838.6,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-01-20,Investment (SIP),5000,0.25,5.382,928.91,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-02-22,Investment (SIP),5000,0.25,5.382,928.92,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-03-23,Investment (SIP),5000,0.25,5.326,938.8,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-04-22,Investment (SIP),5000,0.25,5.347,934.99,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-05-21,Investment (SIP),5000,0.25,5.017,996.54,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-06-22,Investment (SIP),5000,0.25,4.798,1042.02,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-07-20,Investment (SIP),5000,0.25,4.745,1053.65,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-08-20,Investment (SIP),5000,0.25,4.606,1085.46,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-09-20,Investment (SIP),5000,0.25,4.324,1156.18,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-10-20,Investment (SIP),5000,0.25,4.18,1196.22,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-11-22,Investment (SIP),5000,0.25,4.377,1142.19,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2021-12-20,Investment (SIP),5000,0.25,4.595,1088.2,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-01-21,Investment (SIP),5000,0.25,4.345,1150.57,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-02-21,Investment (SIP),5000,0.25,4.52,1106.09,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-03-21,Investment (SIP),5000,0.25,4.501,1110.93,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-04-20,Investment (SIP),5000,0.25,4.475,1117.2,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-05-20,Investment (SIP),5000,0.25,4.854,1029.98,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-06-20,Investment (SIP),5000,0.25,5.175,966.11,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-07-20,Investment (SIP),5000,0.25,4.779,1046.24,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-08-22,Investment (SIP),5000,0.25,4.546,1099.82,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-09-20,Investment (SIP),5000,0.25,4.402,1135.76,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-10-20,Investment (SIP),5000,0.25,4.459,1121.17,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-11-21,Investment (SIP),5000,0.25,4.359,1147.03,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2022-12-20,Investment (SIP),5000,0.25,4.326,1155.79,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-01-20,Investment (SIP),5000,0.25,4.428,1129.09,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-02-20,Investment (SIP),5000,0.25,4.459,1121.36,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-03-20,Investment (SIP),5000,0.25,4.662,1072.56,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-04-21,Investment (SIP),5000,0.25,4.547,1099.49,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-05-22,Investment (SIP),5000,0.25,4.342,1151.5,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-06-20,Investment (SIP),5000,0.25,4.156,1202.93,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-07-20,Investment (SIP),5000,0.25,3.944,1267.84,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-08-21,Investment (SIP),5000,0.25,3.987,1254.15,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-09-21,Investment (SIP),5000,0.25,3.841,1301.8,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-10-23,Investment (SIP),5000,0.25,3.958,1263.29,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-11-20,Investment (SIP),5000,0.25,3.82,1308.98,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2023-12-20,Investment (SIP),5000,0.25,3.609,1385.25,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-01-24,Investment (SIP),5000,0.25,3.463,1443.78,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-02-20,Investment (SIP),5000,0.25,3.348,1493.25,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-03-20,Investment (SIP),5000,0.25,3.436,1455.1,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-04-22,Investment (SIP),5000,0.25,3.268,1530.06,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-05-21,Investment (SIP),5000,0.25,3.212,1556.72,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-06-20,Investment (SIP),5000,0.25,3.036,1646.79,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-07-22,Investment (SIP),5000,0.25,2.938,1701.92,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-08-20,Investment (SIP),5000,0.25,2.893,1728.04,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-09-20,Investment (SIP),5000,0.25,2.737,1826.74,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-10-21,Investment (SIP),5000,0.25,2.815,1775.89,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-11-21,Investment (SIP),5000,0.25,2.995,1669.37,1889.92,2026-06-25
Overall,103166,INF209K01AJ8/-,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,2024-12-20,Investment (SIP),5000,0.25,2.945,1697.47,1889.92,2026-06-25
Overall,103309,INF209K01462/-,Aditya Birla Sun Life Focused Fund -Growth Option,2014-12-10,Investment,200000,0,4742.29,42.1737,,
Overall,103309,INF209K01462/-,Aditya Birla Sun Life Focused Fund -Growth Option,2015-07-17,Redemption,-208888,0,-4742.29,44.0479,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2019-06-10,Investment,500000,0,1097.11,455.742,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2020-03-09,Redemption,-349958,0,-725.807,482.163,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2020-07-20,Investment,750000,37.5,1499.4,500.175,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2020-09-09,Redemption,-100031,0,-198.706,503.412,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2021-02-22,Redemption,-99994.9,0,-194.907,513.039,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2021-04-19,Investment,100000,5,193.44,516.931,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2021-04-19,Redemption,-201603,0,-390,516.931,,
Overall,103192,INF209K01LQ0/-,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,2021-04-28,Redemption,-663090,0,-1280.53,517.823,,
Overall,108167,INF209K01LF3/-,Aditya Birla Sun Life Value Fund - Growth Option,2017-06-19,Investment,50000,0,923.254,54.1563,,
Overall,108167,INF209K01LF3/-,Aditya Birla Sun Life Value Fund - Growth Option,2020-02-25,Redemption,-41779.7,0,-923.254,45.2527,,
Overall,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2025-10-31,Investment,10000,0.5,79.9,125.15,130.06,2026-06-25
Overall,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2025-12-05,Investment (SIP),10000,0.5,82.3,121.5,130.06,2026-06-25
Overall,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2026-01-05,Investment (SIP),10000,0.5,81.079,123.33,130.06,2026-06-25
